#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, Return, 14:01:58.413
0, Return, 14:01:58.415
0, Return, 14:01:58.417
0, Return, 14:01:58.419
0, Return, 14:01:58.422
0, Return, 14:01:58.423
0, Return, 14:01:58.427
0, Return, 14:01:58.429
0, Return, 14:01:58.431
0, Return, 14:01:58.433
0, Return, 14:01:58.434
0, Return, 14:01:58.436
0, Return, 14:01:58.437
0, Return, 14:01:58.438
0, Return, 14:01:58.440
0, Return, 14:01:58.444
0, Return, 14:01:58.445
0, Return, 14:01:58.447
0, Return, 14:01:58.448
0, Return, 14:01:58.449
0, Return, 14:01:58.450
0, Return, 14:01:58.451
0, Return, 14:01:58.453
0, Return, 14:01:58.454
0, Return, 14:01:58.455
0, Return, 14:01:58.456
0, Return, 14:01:58.458
0, Return, 14:01:58.461
0, Return, 14:01:58.463
0, Return, 14:01:58.464
0, Return, 14:01:58.465
0, Return, 14:01:58.467
0, Return, 14:01:58.468
0, Return, 14:01:58.469
0, Return, 14:01:58.471
0, Return, 14:01:58.472
0, Return, 14:01:58.473
0, Return, 14:01:58.474
0, Return, 14:01:58.477
0, Return, 14:01:58.478
0, r, 14:01:59.412
0, r, 14:01:59.413
0, r, 14:01:59.415
0, r, 14:01:59.416
0, r, 14:01:59.419
0, r, 14:01:59.420
0, r, 14:01:59.423
0, r, 14:01:59.424
0, r, 14:01:59.426
0, r, 14:01:59.427
0, r, 14:01:59.428
0, r, 14:01:59.430
0, r, 14:01:59.431
0, r, 14:01:59.433
0, r, 14:01:59.435
0, r, 14:01:59.437
0, r, 14:01:59.439
0, r, 14:01:59.441
0, r, 14:01:59.442
0, r, 14:01:59.444
0, r, 14:01:59.445
0, r, 14:01:59.447
0, r, 14:01:59.449
0, r, 14:01:59.450
0, t, 14:01:00.083
0, t, 14:01:00.085
0, t, 14:01:00.088
0, t, 14:01:00.090
0, t, 14:01:00.092
0, t, 14:01:00.093
0, t, 14:01:00.095
0, t, 14:01:00.097
0, t, 14:01:00.098
0, t, 14:01:00.100
0, t, 14:01:00.101
0, t, 14:01:00.103
0, t, 14:01:00.104
0, t, 14:01:00.106
0, t, 14:01:00.110
0, t, 14:01:00.112
0, t, 14:01:00.114
0, t, 14:01:00.116
0, t, 14:01:00.118
0, t, 14:01:00.119
0, t, 14:01:00.120
0, t, 14:01:00.122
0, y, 14:01:00.469
0, y, 14:01:00.470
0, y, 14:01:00.472
0, y, 14:01:00.473
0, y, 14:01:00.475
0, y, 14:01:00.476
0, y, 14:01:00.478
0, y, 14:01:00.480
0, y, 14:01:00.482
0, y, 14:01:00.483
0, y, 14:01:00.485
0, y, 14:01:00.486
0, y, 14:01:00.487
0, y, 14:01:00.489
0, y, 14:01:00.494
0, y, 14:01:00.496
0, y, 14:01:00.498
0, y, 14:01:00.499
0, y, 14:01:00.501
0, y, 14:01:00.502
0, y, 14:01:00.504
0, y, 14:01:00.505
0, y, 14:01:00.508
0, y, 14:01:00.509
0, y, 14:01:00.511
0, y, 14:01:00.512
0, y, 14:01:00.513
0, y, 14:01:00.515
0, y, 14:01:00.516
0, y, 14:01:00.517
0, y, 14:01:00.518
0, y, 14:01:00.520
0, q, 14:01:02.194
#Check another device? (Yes=1/No=0): 0
