#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, t, 12:01:13.181
0, t, 12:01:13.184
0, t, 12:01:13.187
0, t, 12:01:13.188
0, t, 12:01:13.190
0, t, 12:01:13.191
0, t, 12:01:13.193
0, t, 12:01:13.195
0, t, 12:01:13.196
0, t, 12:01:13.198
0, t, 12:01:13.200
0, t, 12:01:13.201
0, t, 12:01:13.203
0, t, 12:01:13.205
0, t, 12:01:13.207
0, t, 12:01:13.208
0, t, 12:01:13.210
0, t, 12:01:13.212
0, t, 12:01:13.213
0, t, 12:01:13.215
0, t, 12:01:13.216
0, t, 12:01:13.218
0, t, 12:01:13.220
0, t, 12:01:13.221
0, t, 12:01:13.223
0, t, 12:01:13.224
0, t, 12:01:13.225
0, t, 12:01:13.227
0, t, 12:01:13.229
0, t, 12:01:13.230
0, t, 12:01:13.232
0, t, 12:01:13.234
0, t, 12:01:13.236
0, t, 12:01:13.238
0, t, 12:01:13.239
0, t, 12:01:13.241
0, t, 12:01:13.243
0, t, 12:01:13.244
0, t, 12:01:13.245
0, t, 12:01:13.247
0, t, 12:01:13.248
0, t, 12:01:13.250
0, t, 12:01:13.251
0, t, 12:01:13.378
0, t, 12:01:13.379
0, t, 12:01:13.381
0, t, 12:01:13.383
0, t, 12:01:13.384
0, t, 12:01:13.386
0, t, 12:01:13.387
0, t, 12:01:13.389
0, t, 12:01:13.391
0, t, 12:01:13.392
0, t, 12:01:13.394
0, t, 12:01:13.395
0, t, 12:01:13.397
0, t, 12:01:13.398
0, t, 12:01:13.400
0, t, 12:01:13.402
0, t, 12:01:13.403
0, t, 12:01:13.405
0, t, 12:01:13.406
0, t, 12:01:13.408
0, t, 12:01:13.409
0, t, 12:01:13.410
0, t, 12:01:13.411
0, t, 12:01:13.413
0, t, 12:01:13.415
0, t, 12:01:13.416
0, t, 12:01:13.418
0, t, 12:01:13.419
0, t, 12:01:13.421
0, t, 12:01:13.422
0, t, 12:01:13.423
0, t, 12:01:13.424
0, t, 12:01:13.426
0, t, 12:01:13.427
0, t, 12:01:13.429
