#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): -3
#Press keys to test; "" to quit
-3, t, 13:01:07.043
-3, t, 13:01:13.044
-3, t, 13:01:16.044
-3, t, 13:01:19.043
-3, t, 13:01:31.045
-3, t, 13:01:37.043
-3, t, 13:01:40.043
-3, t, 13:01:43.044
-3, t, 13:01:46.045
-3, t, 13:01:52.045
-3, t, 13:01:58.045
-3, t, 13:01:01.043
-3, t, 13:01:10.045
-3, t, 13:01:13.043
-3, t, 13:01:16.044
-3, t, 13:01:19.043
-3, t, 13:01:25.043
-3, t, 13:01:31.044
-3, t, 13:01:37.045
-3, t, 13:01:52.046
-3, t, 13:01:58.045
-3, t, 14:01:04.045
-3, t, 14:01:07.045
-3, t, 14:01:10.045
-3, t, 14:01:16.046
-3, t, 14:01:22.046
-3, t, 14:01:25.045
#Check another device? (Yes=1/No=0): 0
