Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
Press keys to test; '' to quit
0, l, 13:17:15.684
0, l, 13:17:15.687
0, l, 13:17:15.689
0, l, 13:17:15.691
0, l, 13:17:15.692
0, l, 13:17:15.694
0, l, 13:17:15.696
0, l, 13:17:15.697
0, l, 13:17:15.699
0, l, 13:17:15.701
0, l, 13:17:15.703
0, l, 13:17:15.704
0, l, 13:17:15.706
0, l, 13:17:15.707
0, l, 13:17:15.709
0, l, 13:17:15.711
0, l, 13:17:15.712
0, l, 13:17:15.714
0, l, 13:17:15.716
0, l, 13:17:15.717
0, l, 13:17:15.721
0, l, 13:17:15.723
0, l, 13:17:15.725
0, l, 13:17:15.727
0, l, 13:17:15.729
0, l, 13:17:15.731
0, l, 13:17:15.733
0, l, 13:17:15.735
Check another device? (Yes=1/No=0): 0
