#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, Return, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
0, k, 7.363546e+05
