#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, Return, 14:01:05.670
0, Return, 14:01:05.674
0, Return, 14:01:05.676
0, Return, 14:01:05.678
0, Return, 14:01:05.680
0, Return, 14:01:05.683
0, Return, 14:01:05.685
0, Return, 14:01:05.687
0, Return, 14:01:05.690
0, Return, 14:01:05.693
0, Return, 14:01:05.695
0, Return, 14:01:05.698
0, Return, 14:01:05.700
0, Return, 14:01:05.703
0, Return, 14:01:05.705
0, Return, 14:01:05.708
0, Return, 14:01:05.710
0, a, 14:01:06.981
0, a, 14:01:06.982
0, a, 14:01:06.984
0, a, 14:01:06.987
0, a, 14:01:06.988
0, a, 14:01:06.990
0, a, 14:01:06.991
0, a, 14:01:06.993
0, a, 14:01:06.995
0, a, 14:01:06.997
0, a, 14:01:06.999
0, a, 14:01:07.000
0, a, 14:01:07.002
0, a, 14:01:07.004
0, a, 14:01:07.006
0, a, 14:01:07.007
0, a, 14:01:07.008
0, a, 14:01:07.010
0, a, 14:01:07.012
0, a, 14:01:07.013
0, a, 14:01:07.014
0, a, 14:01:07.016
0, a, 14:01:07.018
0, a, 14:01:07.020
0, a, 14:01:07.022
0, a, 14:01:07.024
0, a, 14:01:07.025
0, a, 14:01:07.027
0, a, 14:01:07.028
0, a, 14:01:07.030
0, a, 14:01:07.032
0, a, 14:01:07.033
0, a, 14:01:07.035
0, a, 14:01:07.037
0, a, 14:01:07.038
0, a, 14:01:07.040
0, a, 14:01:07.041
0, a, 14:01:07.042
0, a, 14:01:07.044
0, a, 14:01:07.045
0, a, 14:01:07.046
0, a, 14:01:07.048
0, a, 14:01:07.050
0, a, 14:01:07.051
0, a, 14:01:07.054
0, a, 14:01:07.055
0, a, 14:01:07.057
0, a, 14:01:07.058
0, a, 14:01:07.060
0, a, 14:01:07.062
0, e, 14:01:07.680
0, e, 14:01:07.681
0, e, 14:01:07.683
0, e, 14:01:07.685
0, e, 14:01:07.686
0, e, 14:01:07.690
0, e, 14:01:07.692
0, e, 14:01:07.694
0, e, 14:01:07.696
0, e, 14:01:07.698
