#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, Return, 14:01:02.068
0, Return, 14:01:02.073
0, Return, 14:01:02.075
0, Return, 14:01:02.077
0, Return, 14:01:02.079
0, Return, 14:01:02.081
0, Return, 14:01:02.083
0, Return, 14:01:02.086
0, Return, 14:01:02.088
0, Return, 14:01:02.091
0, Return, 14:01:02.093
0, Return, 14:01:02.095
0, Return, 14:01:02.097
0, Return, 14:01:02.099
0, Return, 14:01:02.102
0, Return, 14:01:02.104
0, Return, 14:01:02.107
0, Return, 14:01:02.109
0, Return, 14:01:02.111
#Check another device? (Yes=1/No=0): 0
