#[checkUsbDeviceInputs] Check the input from the selected device
deviceID, keyName, time
#Input Device ID (0 to 0; -1, all keyboards, -2, all keypads; -3, all keyboards and keypads): 0
#Press keys to test; "" to quit
0, t, 11:01:36.349
0, t, 11:01:36.350
0, t, 11:01:36.351
0, t, 11:01:36.353
0, t, 11:01:36.355
0, t, 11:01:36.357
0, t, 11:01:36.358
0, t, 11:01:36.360
0, t, 11:01:36.361
0, t, 11:01:36.363
0, t, 11:01:36.365
0, t, 11:01:36.367
0, t, 11:01:36.370
0, t, 11:01:36.373
0, t, 11:01:36.374
0, t, 11:01:36.376
0, t, 11:01:36.377
0, t, 11:01:36.379
0, t, 11:01:36.380
0, t, 11:01:36.381
0, t, 11:01:36.384
0, t, 11:01:36.386
0, t, 11:01:36.389
0, t, 11:01:36.392
0, t, 11:01:36.393
0, t, 11:01:36.396
0, t, 11:01:36.397
0, t, 11:01:36.399
0, t, 11:01:36.401
0, t, 11:01:36.403
0, t, 11:01:36.406
0, t, 11:01:36.408
0, t, 11:01:36.410
0, t, 11:01:36.412
0, t, 11:01:36.413
0, t, 11:01:36.416
0, t, 11:01:36.418
0, t, 11:01:36.726
0, t, 11:01:36.727
0, t, 11:01:36.729
0, t, 11:01:36.731
0, t, 11:01:36.733
0, t, 11:01:36.735
0, t, 11:01:36.736
0, t, 11:01:36.738
0, t, 11:01:36.740
0, t, 11:01:36.742
0, t, 11:01:36.744
0, t, 11:01:36.746
0, t, 11:01:36.750
0, t, 11:01:36.752
0, t, 11:01:36.753
0, t, 11:01:36.755
0, t, 11:01:36.757
0, t, 11:01:36.758
0, t, 11:01:36.760
0, t, 11:01:36.761
0, t, 11:01:36.763
0, t, 11:01:36.765
0, t, 11:01:36.769
0, t, 11:01:36.770
0, t, 11:01:36.772
0, t, 11:01:36.773
0, t, 11:01:36.775
0, t, 11:01:36.776
0, t, 11:01:36.778
0, t, 11:01:36.779
0, t, 11:01:36.781
0, t, 11:01:36.783
0, t, 11:01:36.785
0, t, 11:01:36.787
0, t, 11:01:36.789
0, t, 11:01:36.791
0, t, 11:01:36.793
0, t, 11:01:36.794
0, t, 11:01:36.796
0, t, 11:01:36.797
0, t, 11:01:37.053
